# Wall heat-flux
# Time         	patch          	min            	max            	integral       
951            	plate	6.0429662e+03	6.3218379e+03	1.2509100e+03
951            	riser	-5.1801809e+03	-3.9143975e+03	-9.3931826e+02
952            	plate	6.0429913e+03	6.3218020e+03	1.2509067e+03
952            	riser	-5.1802437e+03	-3.9143889e+03	-9.3931982e+02
953            	plate	6.0430167e+03	6.3217649e+03	1.2509035e+03
953            	riser	-5.1803041e+03	-3.9143781e+03	-9.3932133e+02
954            	plate	6.0430424e+03	6.3217265e+03	1.2509002e+03
954            	riser	-5.1803621e+03	-3.9143651e+03	-9.3932280e+02
955            	plate	6.0435719e+03	6.3219348e+03	1.2509291e+03
955            	riser	-5.1802984e+03	-3.9142430e+03	-9.3928774e+02
956            	plate	6.0435983e+03	6.3218919e+03	1.2509257e+03
956            	riser	-5.1803517e+03	-3.9142253e+03	-9.3928912e+02
957            	plate	6.0436250e+03	6.3218478e+03	1.2509223e+03
957            	riser	-5.1804026e+03	-3.9142052e+03	-9.3929048e+02
958            	plate	6.0436520e+03	6.3218023e+03	1.2509189e+03
958            	riser	-5.1804512e+03	-3.9141825e+03	-9.3929180e+02
959            	plate	6.0436794e+03	6.3217554e+03	1.2509155e+03
959            	riser	-5.1804974e+03	-3.9141573e+03	-9.3929309e+02
960            	plate	6.0442480e+03	6.3219803e+03	1.2509490e+03
960            	riser	-5.1803948e+03	-3.9140510e+03	-9.3925631e+02
961            	plate	6.0442759e+03	6.3219304e+03	1.2509455e+03
961            	riser	-5.1804363e+03	-3.9140205e+03	-9.3925756e+02
962            	plate	6.0443041e+03	6.3218789e+03	1.2509420e+03
962            	riser	-5.1804755e+03	-3.9139872e+03	-9.3925878e+02
963            	plate	6.0443325e+03	6.3218258e+03	1.2509384e+03
963            	riser	-5.1805124e+03	-3.9139512e+03	-9.3926000e+02
964            	plate	6.0443612e+03	6.3217710e+03	1.2509347e+03
964            	riser	-5.1805470e+03	-3.9139123e+03	-9.3926121e+02
965            	plate	6.0449668e+03	6.3219620e+03	1.2509738e+03
965            	riser	-5.1804022e+03	-3.9138221e+03	-9.3922237e+02
966            	plate	6.0449960e+03	6.3219036e+03	1.2509701e+03
966            	riser	-5.1804321e+03	-3.9137773e+03	-9.3922356e+02
967            	plate	6.0450254e+03	6.3218432e+03	1.2509663e+03
967            	riser	-5.1804598e+03	-3.9137296e+03	-9.3922476e+02
968            	plate	6.0450551e+03	6.3217809e+03	1.2509625e+03
968            	riser	-5.1804852e+03	-3.9136787e+03	-9.3922596e+02
969            	plate	6.0450849e+03	6.3217166e+03	1.2509586e+03
969            	riser	-5.1805083e+03	-3.9136248e+03	-9.3922717e+02
970            	plate	6.0457291e+03	6.3218897e+03	1.2510013e+03
970            	riser	-5.1803326e+03	-3.9135164e+03	-9.3918637e+02
971            	plate	6.0457594e+03	6.3218212e+03	1.2509973e+03
971            	riser	-5.1803512e+03	-3.9134562e+03	-9.3918759e+02
972            	plate	6.0457898e+03	6.3217504e+03	1.2509932e+03
972            	riser	-5.1803677e+03	-3.9133607e+03	-9.3918881e+02
973            	plate	6.0458205e+03	6.3216775e+03	1.2509891e+03
973            	riser	-5.1803819e+03	-3.9132434e+03	-9.3919004e+02
974            	plate	6.0458512e+03	6.3216022e+03	1.2509848e+03
974            	riser	-5.1803940e+03	-3.9131228e+03	-9.3919128e+02
975            	plate	6.0465352e+03	6.3217750e+03	1.2510324e+03
975            	riser	-5.1801851e+03	-3.9129102e+03	-9.3914654e+02
976            	plate	6.0465663e+03	6.3216951e+03	1.2510280e+03
976            	riser	-5.1801928e+03	-3.9127835e+03	-9.3914780e+02
977            	plate	6.0465975e+03	6.3216128e+03	1.2510235e+03
977            	riser	-5.1801984e+03	-3.9126540e+03	-9.3914908e+02
978            	plate	6.0466289e+03	6.3215279e+03	1.2510190e+03
978            	riser	-5.1802020e+03	-3.9125217e+03	-9.3915037e+02
979            	plate	6.0466603e+03	6.3214403e+03	1.2510143e+03
979            	riser	-5.1802034e+03	-3.9123867e+03	-9.3915167e+02
980            	plate	6.0473862e+03	6.3216437e+03	1.2510711e+03
980            	riser	-5.1799458e+03	-3.9120756e+03	-9.3909839e+02
981            	plate	6.0474179e+03	6.3215500e+03	1.2510662e+03
981            	riser	-5.1799431e+03	-3.9119358e+03	-9.3909973e+02
982            	plate	6.0474497e+03	6.3214532e+03	1.2510612e+03
982            	riser	-5.1799385e+03	-3.9117938e+03	-9.3910108e+02
983            	plate	6.0474815e+03	6.3213528e+03	1.2510561e+03
983            	riser	-5.1799319e+03	-3.9116498e+03	-9.3910246e+02
984            	plate	6.0475135e+03	6.3212489e+03	1.2510509e+03
984            	riser	-5.1799233e+03	-3.9115039e+03	-9.3910385e+02
985            	plate	6.0482822e+03	6.3215055e+03	1.2511206e+03
985            	riser	-5.1796038e+03	-3.9110568e+03	-9.3903809e+02
986            	plate	6.0483143e+03	6.3213936e+03	1.2511150e+03
986            	riser	-5.1795914e+03	-3.9109078e+03	-9.3903952e+02
987            	plate	6.0483465e+03	6.3212773e+03	1.2511093e+03
987            	riser	-5.1795772e+03	-3.9107576e+03	-9.3904098e+02
988            	plate	6.0483786e+03	6.3211563e+03	1.2511035e+03
988            	riser	-5.1795611e+03	-3.9106063e+03	-9.3904247e+02
989            	plate	6.0484108e+03	6.3210303e+03	1.2510975e+03
989            	riser	-5.1795432e+03	-3.9104541e+03	-9.3904398e+02
990            	plate	6.0492212e+03	6.3213451e+03	1.2511811e+03
990            	riser	-5.1791595e+03	-3.9098487e+03	-9.3896410e+02
991            	plate	6.0492535e+03	6.3212081e+03	1.2511748e+03
991            	riser	-5.1791381e+03	-3.9096956e+03	-9.3896567e+02
992            	plate	6.0492857e+03	6.3210650e+03	1.2511682e+03
992            	riser	-5.1791150e+03	-3.9095423e+03	-9.3896726e+02
993            	plate	6.0493180e+03	6.3209155e+03	1.2511614e+03
993            	riser	-5.1790903e+03	-3.9093891e+03	-9.3896889e+02
994            	plate	6.0493502e+03	6.3207794e+03	1.2511544e+03
994            	riser	-5.1790639e+03	-3.9092362e+03	-9.3897054e+02
995            	plate	6.0501976e+03	6.3211656e+03	1.2512486e+03
995            	riser	-5.1786321e+03	-3.9084729e+03	-9.3887875e+02
996            	plate	6.0502298e+03	6.3210315e+03	1.2512411e+03
996            	riser	-5.1786025e+03	-3.9083215e+03	-9.3888048e+02
997            	plate	6.0502620e+03	6.3208914e+03	1.2512332e+03
997            	riser	-5.1785715e+03	-3.9081711e+03	-9.3888224e+02
998            	plate	6.0502941e+03	6.3207449e+03	1.2512250e+03
998            	riser	-5.1785389e+03	-3.9080221e+03	-9.3888403e+02
999            	plate	6.0503262e+03	6.3205914e+03	1.2512165e+03
999            	riser	-5.1785049e+03	-3.9078746e+03	-9.3888587e+02
1000           	plate	6.0512099e+03	6.3210372e+03	1.2513236e+03
1000           	riser	-5.1780156e+03	-3.9069226e+03	-9.3877906e+02
1001           	plate	6.0512418e+03	6.3208724e+03	1.2513143e+03
1001           	riser	-5.1779788e+03	-3.9067791e+03	-9.3878097e+02
1002           	plate	6.0512737e+03	6.3207007e+03	1.2513044e+03
1002           	riser	-5.1779407e+03	-3.9066379e+03	-9.3878293e+02
1003           	plate	6.0513055e+03	6.3205205e+03	1.2512940e+03
1003           	riser	-5.1779012e+03	-3.9064992e+03	-9.3878493e+02
1004           	plate	6.0513372e+03	6.3203301e+03	1.2512830e+03
1004           	riser	-5.1778605e+03	-3.9063633e+03	-9.3878697e+02
1005           	plate	6.0522584e+03	6.3208610e+03	1.2514078e+03
1005           	riser	-5.1772919e+03	-3.9051775e+03	-9.3865944e+02
1006           	plate	6.0522899e+03	6.3206440e+03	1.2513952e+03
1006           	riser	-5.1772487e+03	-3.9050479e+03	-9.3866157e+02
1007           	plate	6.0523213e+03	6.3204105e+03	1.2513817e+03
1007           	riser	-5.1772043e+03	-3.9049218e+03	-9.3866375e+02
1008           	plate	6.0523525e+03	6.3201584e+03	1.2513670e+03
1008           	riser	-5.1771589e+03	-3.9047994e+03	-9.3866598e+02
1009           	plate	6.0523837e+03	6.3198853e+03	1.2513509e+03
1009           	riser	-5.1771123e+03	-3.9046809e+03	-9.3866826e+02
1010           	plate	6.0533393e+03	6.3204552e+03	1.2514909e+03
1010           	riser	-5.1764652e+03	-3.9032496e+03	-9.3851931e+02
1011           	plate	6.0533701e+03	6.3201314e+03	1.2514711e+03
1011           	riser	-5.1764165e+03	-3.9031396e+03	-9.3852169e+02
1012           	plate	6.0534009e+03	6.3197761e+03	1.2514488e+03
1012           	riser	-5.1763669e+03	-3.9030340e+03	-9.3852413e+02
1013           	plate	6.0534315e+03	6.3193828e+03	1.2514231e+03
1013           	riser	-5.1763163e+03	-3.9029332e+03	-9.3852661e+02
1014           	plate	6.0534619e+03	6.3189425e+03	1.2513928e+03
1014           	riser	-5.1762649e+03	-3.9028372e+03	-9.3852915e+02
1015           	plate	6.0544476e+03	6.3198708e+03	1.2515336e+03
1015           	riser	-5.1755421e+03	-3.9011572e+03	-9.3835879e+02
1016           	plate	6.0544777e+03	6.3197096e+03	1.2514799e+03
1016           	riser	-5.1754889e+03	-3.9010714e+03	-9.3836144e+02
1017           	plate	6.0545077e+03	6.3195482e+03	1.2513705e+03
1017           	riser	-5.1754349e+03	-3.9009910e+03	-9.3836415e+02
1018           	plate	6.0545374e+03	6.3193938e+03	1.2513102e+03
1018           	riser	-5.1753801e+03	-3.9009160e+03	-9.3836691e+02
1019           	plate	6.0545670e+03	6.3192605e+03	1.2512635e+03
1019           	riser	-5.1753246e+03	-3.9008466e+03	-9.3836973e+02
1020           	plate	6.0555843e+03	6.3206265e+03	1.2514225e+03
1020           	riser	-5.1744990e+03	-3.8988773e+03	-9.3817165e+02
1021           	plate	6.0556135e+03	6.3205762e+03	1.2513881e+03
1021           	riser	-5.1744421e+03	-3.8988195e+03	-9.3817458e+02
1022           	plate	6.0556425e+03	6.3205888e+03	1.2513635e+03
1022           	riser	-5.1743846e+03	-3.8987676e+03	-9.3817758e+02
1023           	plate	6.0556713e+03	6.3206282e+03	1.2513447e+03
1023           	riser	-5.1743265e+03	-3.8987140e+03	-9.3818063e+02
1024           	plate	6.0556999e+03	6.3206081e+03	1.2513278e+03
1024           	riser	-5.1742679e+03	-3.8986436e+03	-9.3818373e+02
1025           	plate	6.0567467e+03	6.3222583e+03	1.2515456e+03
1025           	riser	-5.1733312e+03	-3.8963447e+03	-9.3795593e+02
1026           	plate	6.0567749e+03	6.3221932e+03	1.2515261e+03
1026           	riser	-5.1732720e+03	-3.8962854e+03	-9.3795915e+02
1027           	plate	6.0568028e+03	6.3221156e+03	1.2515086e+03
1027           	riser	-5.1732157e+03	-3.8962093e+03	-9.3796243e+02
1028           	plate	6.0568305e+03	6.3220295e+03	1.2514923e+03
1028           	riser	-5.1731588e+03	-3.8961332e+03	-9.3796576e+02
1029           	plate	6.0568579e+03	6.3219400e+03	1.2514760e+03
1029           	riser	-5.1731013e+03	-3.8960539e+03	-9.3796914e+02
1030           	plate	6.0579182e+03	6.3236488e+03	1.2517187e+03
1030           	riser	-5.1720825e+03	-3.8934703e+03	-9.3771878e+02
1031           	plate	6.0579452e+03	6.3235607e+03	1.2517013e+03
1031           	riser	-5.1720239e+03	-3.8933847e+03	-9.3772227e+02
1032           	plate	6.0579719e+03	6.3234748e+03	1.2516845e+03
1032           	riser	-5.1719648e+03	-3.8933038e+03	-9.3772581e+02
1033           	plate	6.0579984e+03	6.3233912e+03	1.2516680e+03
1033           	riser	-5.1719053e+03	-3.8932277e+03	-9.3772940e+02
1034           	plate	6.0580246e+03	6.3233099e+03	1.2516513e+03
1034           	riser	-5.1718453e+03	-3.8931565e+03	-9.3773304e+02
1035           	plate	6.0590778e+03	6.3248855e+03	1.2519215e+03
1035           	riser	-5.1707274e+03	-3.8904095e+03	-9.3746187e+02
1036           	plate	6.0591035e+03	6.3248068e+03	1.2519040e+03
1036           	riser	-5.1706700e+03	-3.8903484e+03	-9.3746561e+02
1037           	plate	6.0591289e+03	6.3247286e+03	1.2518856e+03
1037           	riser	-5.1706120e+03	-3.8902927e+03	-9.3746939e+02
1038           	plate	6.0591541e+03	6.3246506e+03	1.2518673e+03
1038           	riser	-5.1705535e+03	-3.8902422e+03	-9.3747322e+02
1039           	plate	6.0591790e+03	6.3245726e+03	1.2518489e+03
1039           	riser	-5.1704946e+03	-3.8901971e+03	-9.3747709e+02
1040           	plate	6.0602287e+03	6.3261371e+03	1.2521417e+03
1040           	riser	-5.1692878e+03	-3.8872880e+03	-9.3718553e+02
1041           	plate	6.0602531e+03	6.3260581e+03	1.2521223e+03
1041           	riser	-5.1692281e+03	-3.8872539e+03	-9.3718948e+02
1042           	plate	6.0602772e+03	6.3259785e+03	1.2521023e+03
1042           	riser	-5.1691679e+03	-3.8872253e+03	-9.3719346e+02
1043           	plate	6.0603010e+03	6.3258980e+03	1.2520812e+03
1043           	riser	-5.1691074e+03	-3.8872024e+03	-9.3719749e+02
1044           	plate	6.0603245e+03	6.3258167e+03	1.2520593e+03
1044           	riser	-5.1690468e+03	-3.8871851e+03	-9.3720154e+02
1045           	plate	6.0613725e+03	6.3274581e+03	1.2523749e+03
1045           	riser	-5.1677408e+03	-3.8841162e+03	-9.3688708e+02
1046           	plate	6.0613955e+03	6.3273744e+03	1.2523515e+03
1046           	riser	-5.1676822e+03	-3.8841102e+03	-9.3689120e+02
1047           	plate	6.0614182e+03	6.3272894e+03	1.2523273e+03
1047           	riser	-5.1676231e+03	-3.8841100e+03	-9.3689535e+02
1048           	plate	6.0614406e+03	6.3272029e+03	1.2523019e+03
1048           	riser	-5.1675637e+03	-3.8841154e+03	-9.3689952e+02
1049           	plate	6.0614628e+03	6.3271147e+03	1.2522747e+03
1049           	riser	-5.1675039e+03	-3.8841264e+03	-9.3690372e+02
1050           	plate	6.0625039e+03	6.3288412e+03	1.2526034e+03
1050           	riser	-5.1661184e+03	-3.8809551e+03	-9.3657162e+02
1051           	plate	6.0625255e+03	6.3287492e+03	1.2525713e+03
1051           	riser	-5.1660580e+03	-3.8809775e+03	-9.3657586e+02
1052           	plate	6.0625468e+03	6.3286550e+03	1.2525354e+03
1052           	riser	-5.1659974e+03	-3.8810055e+03	-9.3658013e+02
1053           	plate	6.0625679e+03	6.3285585e+03	1.2524904e+03
1053           	riser	-5.1659365e+03	-3.8810390e+03	-9.3658441e+02
1054           	plate	6.0625886e+03	6.3284596e+03	1.2524061e+03
1054           	riser	-5.1658754e+03	-3.8810780e+03	-9.3658870e+02
1055           	plate	6.0635350e+03	6.3295123e+03	1.2525551e+03
1055           	riser	-5.1651560e+03	-3.8786441e+03	-9.3638827e+02
1056           	plate	6.0635552e+03	6.3294080e+03	1.2525282e+03
1056           	riser	-5.1650946e+03	-3.8786940e+03	-9.3639260e+02
1057           	plate	6.0635752e+03	6.3293009e+03	1.2525070e+03
1057           	riser	-5.1650329e+03	-3.8787492e+03	-9.3639695e+02
1058           	plate	6.0635948e+03	6.3291908e+03	1.2524887e+03
1058           	riser	-5.1649712e+03	-3.8788096e+03	-9.3640130e+02
1059           	plate	6.0636142e+03	6.3290778e+03	1.2524727e+03
1059           	riser	-5.1649094e+03	-3.8788753e+03	-9.3640567e+02
1060           	plate	6.0648144e+03	6.3326917e+03	1.2532563e+03
1060           	riser	-5.1617093e+03	-3.8738643e+03	-9.3571324e+02
1061           	plate	6.0648333e+03	6.3325723e+03	1.2532438e+03
1061           	riser	-5.1616473e+03	-3.8739400e+03	-9.3571762e+02
1062           	plate	6.0648518e+03	6.3324497e+03	1.2532325e+03
1062           	riser	-5.1615853e+03	-3.8740206e+03	-9.3572199e+02
1063           	plate	6.0648701e+03	6.3323236e+03	1.2532223e+03
1063           	riser	-5.1615233e+03	-3.8741059e+03	-9.3572637e+02
1064           	plate	6.0648882e+03	6.3321940e+03	1.2532130e+03
1064           	riser	-5.1614613e+03	-3.8741960e+03	-9.3573074e+02
1065           	plate	6.0659644e+03	6.3349379e+03	1.2537939e+03
1065           	riser	-5.1591092e+03	-3.8702108e+03	-9.3520903e+02
1066           	plate	6.0659819e+03	6.3348010e+03	1.2537859e+03
1066           	riser	-5.1590472e+03	-3.8703099e+03	-9.3521338e+02
1067           	plate	6.0659991e+03	6.3346605e+03	1.2537785e+03
1067           	riser	-5.1589854e+03	-3.8704133e+03	-9.3521772e+02
1068           	plate	6.0660161e+03	6.3345161e+03	1.2537717e+03
1068           	riser	-5.1589236e+03	-3.8705208e+03	-9.3522205e+02
1069           	plate	6.0660329e+03	6.3343678e+03	1.2537655e+03
1069           	riser	-5.1588620e+03	-3.8706324e+03	-9.3522635e+02
1070           	plate	6.0669973e+03	6.3363829e+03	1.2541762e+03
1070           	riser	-5.1572089e+03	-3.8675620e+03	-9.3484737e+02
1071           	plate	6.0670135e+03	6.3362265e+03	1.2541708e+03
1071           	riser	-5.1571475e+03	-3.8676813e+03	-9.3485164e+02
1072           	plate	6.0670295e+03	6.3360661e+03	1.2541656e+03
1072           	riser	-5.1570863e+03	-3.8678043e+03	-9.3485588e+02
1073           	plate	6.0670453e+03	6.3359016e+03	1.2541606e+03
1073           	riser	-5.1570253e+03	-3.8679307e+03	-9.3486008e+02
1074           	plate	6.0670608e+03	6.3357327e+03	1.2541559e+03
1074           	riser	-5.1569644e+03	-3.8680605e+03	-9.3486426e+02
1075           	plate	6.0679375e+03	6.3372670e+03	1.2544548e+03
1075           	riser	-5.1557614e+03	-3.8656830e+03	-9.3458007e+02
1076           	plate	6.0679526e+03	6.3371193e+03	1.2544505e+03
1076           	riser	-5.1557010e+03	-3.8658191e+03	-9.3458418e+02
1077           	plate	6.0679674e+03	6.3369676e+03	1.2544464e+03
1077           	riser	-5.1556408e+03	-3.8659580e+03	-9.3458824e+02
1078           	plate	6.0679821e+03	6.3368116e+03	1.2544425e+03
1078           	riser	-5.1555809e+03	-3.8660997e+03	-9.3459227e+02
1079           	plate	6.0679965e+03	6.3366515e+03	1.2544387e+03
1079           	riser	-5.1555212e+03	-3.8662440e+03	-9.3459625e+02
1080           	plate	6.0688020e+03	6.3378910e+03	1.2546677e+03
1080           	riser	-5.1545916e+03	-3.8644095e+03	-9.3437314e+02
1081           	plate	6.0688161e+03	6.3377221e+03	1.2546641e+03
1081           	riser	-5.1545325e+03	-3.8645585e+03	-9.3437703e+02
1082           	plate	6.0688299e+03	6.3375548e+03	1.2546604e+03
1082           	riser	-5.1544737e+03	-3.8647096e+03	-9.3438086e+02
1083           	plate	6.0688435e+03	6.3374071e+03	1.2546569e+03
1083           	riser	-5.1544153e+03	-3.8648626e+03	-9.3438463e+02
1084           	plate	6.0688569e+03	6.3372552e+03	1.2546534e+03
1084           	riser	-5.1543571e+03	-3.8650175e+03	-9.3438835e+02
1085           	plate	6.0696015e+03	6.3383051e+03	1.2548385e+03
1085           	riser	-5.1535900e+03	-3.8636389e+03	-9.3420551e+02
1086           	plate	6.0696145e+03	6.3381445e+03	1.2548352e+03
1086           	riser	-5.1535325e+03	-3.8637969e+03	-9.3420911e+02
1087           	plate	6.0696274e+03	6.3379795e+03	1.2548319e+03
1087           	riser	-5.1534755e+03	-3.8639562e+03	-9.3421265e+02
1088           	plate	6.0696401e+03	6.3378101e+03	1.2548286e+03
1088           	riser	-5.1534188e+03	-3.8641166e+03	-9.3421611e+02
1089           	plate	6.0696527e+03	6.3376369e+03	1.2548253e+03
1089           	riser	-5.1533625e+03	-3.8642780e+03	-9.3421951e+02
1090           	plate	6.0703422e+03	6.3385511e+03	1.2549819e+03
1090           	riser	-5.1526963e+03	-3.8633081e+03	-9.3406481e+02
1091           	plate	6.0703544e+03	6.3383996e+03	1.2549786e+03
1091           	riser	-5.1526478e+03	-3.8634710e+03	-9.3406806e+02
1092           	plate	6.0703665e+03	6.3382438e+03	1.2549753e+03
1092           	riser	-5.1525998e+03	-3.8636345e+03	-9.3407124e+02
1093           	plate	6.0703784e+03	6.3380837e+03	1.2549721e+03
1093           	riser	-5.1525524e+03	-3.8637983e+03	-9.3407434e+02
1094           	plate	6.0703903e+03	6.3380750e+03	1.2549689e+03
1094           	riser	-5.1525055e+03	-3.8639624e+03	-9.3407736e+02
1095           	plate	6.0710284e+03	6.3391317e+03	1.2551058e+03
1095           	riser	-5.1519025e+03	-3.8633756e+03	-9.3394417e+02
1096           	plate	6.0710399e+03	6.3391396e+03	1.2551025e+03
1096           	riser	-5.1518568e+03	-3.8635396e+03	-9.3394703e+02
1097           	plate	6.0710513e+03	6.3391373e+03	1.2550993e+03
1097           	riser	-5.1518116e+03	-3.8637034e+03	-9.3394980e+02
1098           	plate	6.0710626e+03	6.3391260e+03	1.2550959e+03
1098           	riser	-5.1517671e+03	-3.8638669e+03	-9.3395249e+02
1099           	plate	6.0710738e+03	6.3391068e+03	1.2550926e+03
1099           	riser	-5.1517230e+03	-3.8640298e+03	-9.3395509e+02
1100           	plate	6.0716632e+03	6.3399315e+03	1.2552142e+03
1100           	riser	-5.1511618e+03	-3.8638102e+03	-9.3384006e+02
1101           	plate	6.0716741e+03	6.3398997e+03	1.2552109e+03
1101           	riser	-5.1511189e+03	-3.8639716e+03	-9.3384247e+02
1102           	plate	6.0716850e+03	6.3398629e+03	1.2552076e+03
1102           	riser	-5.1510767e+03	-3.8641321e+03	-9.3384480e+02
1103           	plate	6.0716958e+03	6.3398219e+03	1.2552043e+03
1103           	riser	-5.1510350e+03	-3.8642916e+03	-9.3384702e+02
1104           	plate	6.0717065e+03	6.3397774e+03	1.2552010e+03
1104           	riser	-5.1509938e+03	-3.8644498e+03	-9.3384915e+02
1105           	plate	6.0722494e+03	6.3405558e+03	1.2553092e+03
1105           	riser	-5.1504666e+03	-3.8645837e+03	-9.3375082e+02
1106           	plate	6.0722599e+03	6.3405065e+03	1.2553058e+03
1106           	riser	-5.1504266e+03	-3.8647391e+03	-9.3375275e+02
1107           	plate	6.0722704e+03	6.3404556e+03	1.2553024e+03
1107           	riser	-5.1503873e+03	-3.8648930e+03	-9.3375458e+02
1108           	plate	6.0722808e+03	6.3404036e+03	1.2552991e+03
1108           	riser	-5.1503485e+03	-3.8650452e+03	-9.3375631e+02
1109           	plate	6.0722911e+03	6.3403510e+03	1.2552957e+03
1109           	riser	-5.1503103e+03	-3.8651955e+03	-9.3375793e+02
1110           	plate	6.0727902e+03	6.3418395e+03	1.2553913e+03
1110           	riser	-5.1498160e+03	-3.8656669e+03	-9.3367585e+02
1111           	plate	6.0728004e+03	6.3420445e+03	1.2553879e+03
1111           	riser	-5.1497790e+03	-3.8658133e+03	-9.3367726e+02
1112           	plate	6.0728106e+03	6.3422274e+03	1.2553845e+03
1112           	riser	-5.1497426e+03	-3.8659575e+03	-9.3367857e+02
1113           	plate	6.0728207e+03	6.3423895e+03	1.2553810e+03
1113           	riser	-5.1497068e+03	-3.8660995e+03	-9.3367977e+02
1114           	plate	6.0728308e+03	6.3425322e+03	1.2553775e+03
1114           	riser	-5.1496716e+03	-3.8662391e+03	-9.3368086e+02
1115           	plate	6.0732892e+03	6.3439204e+03	1.2554602e+03
1115           	riser	-5.1492125e+03	-3.8670267e+03	-9.3361495e+02
1116           	plate	6.0732992e+03	6.3444734e+03	1.2554568e+03
1116           	riser	-5.1491785e+03	-3.8671613e+03	-9.3361582e+02
1117           	plate	6.0733092e+03	6.3450729e+03	1.2554533e+03
1117           	riser	-5.1491450e+03	-3.8672932e+03	-9.3361659e+02
1118           	plate	6.0733191e+03	6.3456475e+03	1.2554498e+03
1118           	riser	-5.1491122e+03	-3.8674224e+03	-9.3361724e+02
1119           	plate	6.0733290e+03	6.3461969e+03	1.2554463e+03
1119           	riser	-5.1490799e+03	-3.8675488e+03	-9.3361778e+02
1120           	plate	6.0737506e+03	6.3476207e+03	1.2555158e+03
1120           	riser	-5.1486605e+03	-3.8686250e+03	-9.3356806e+02
1121           	plate	6.0737605e+03	6.3481188e+03	1.2555123e+03
1121           	riser	-5.1486295e+03	-3.8687456e+03	-9.3356837e+02
1122           	plate	6.0737704e+03	6.3485914e+03	1.2555087e+03
1122           	riser	-5.1485990e+03	-3.8688630e+03	-9.3356857e+02
1123           	plate	6.0737802e+03	6.3490385e+03	1.2555052e+03
1123           	riser	-5.1485691e+03	-3.8689774e+03	-9.3356865e+02
1124           	plate	6.0737900e+03	6.3494606e+03	1.2555017e+03
1124           	riser	-5.1485398e+03	-3.8690885e+03	-9.3356862e+02
1125           	plate	6.0741793e+03	6.3506311e+03	1.2555574e+03
1125           	riser	-5.1481653e+03	-3.8704190e+03	-9.3353500e+02
1126           	plate	6.0741891e+03	6.3510042e+03	1.2555538e+03
1126           	riser	-5.1481371e+03	-3.8705236e+03	-9.3353474e+02
1127           	plate	6.0741989e+03	6.3513536e+03	1.2555503e+03
1127           	riser	-5.1481095e+03	-3.8706248e+03	-9.3353437e+02
1128           	plate	6.0742087e+03	6.3516799e+03	1.2555467e+03
1128           	riser	-5.1480826e+03	-3.8707226e+03	-9.3353388e+02
1129           	plate	6.0742185e+03	6.3519839e+03	1.2555431e+03
1129           	riser	-5.1480562e+03	-3.8708169e+03	-9.3353327e+02
1130           	plate	6.0745805e+03	6.3528903e+03	1.2555846e+03
1130           	riser	-5.1477318e+03	-3.8723611e+03	-9.3351541e+02
1131           	plate	6.0745903e+03	6.3531517e+03	1.2555810e+03
1131           	riser	-5.1477065e+03	-3.8724483e+03	-9.3351458e+02
1132           	plate	6.0746001e+03	6.3533928e+03	1.2555774e+03
1132           	riser	-5.1476818e+03	-3.8725319e+03	-9.3351363e+02
1133           	plate	6.0746099e+03	6.3536147e+03	1.2555738e+03
1133           	riser	-5.1476577e+03	-3.8726119e+03	-9.3351258e+02
1134           	plate	6.0746198e+03	6.3538180e+03	1.2555702e+03
1134           	riser	-5.1476341e+03	-3.8726883e+03	-9.3351142e+02
1135           	plate	6.0749603e+03	6.3544582e+03	1.2555973e+03
1135           	riser	-5.1473647e+03	-3.8743995e+03	-9.3350871e+02
1136           	plate	6.0749701e+03	6.3546268e+03	1.2555936e+03
1136           	riser	-5.1473423e+03	-3.8744688e+03	-9.3350735e+02
1137           	plate	6.0749799e+03	6.3547793e+03	1.2555899e+03
1137           	riser	-5.1473204e+03	-3.8745347e+03	-9.3350589e+02
1138           	plate	6.0749897e+03	6.3549166e+03	1.2555863e+03
1138           	riser	-5.1472990e+03	-3.8745973e+03	-9.3350433e+02
1139           	plate	6.0749995e+03	6.3550393e+03	1.2555826e+03
1139           	riser	-5.1472782e+03	-3.8746569e+03	-9.3350268e+02
1140           	plate	6.0753247e+03	6.3554153e+03	1.2555953e+03
1140           	riser	-5.1470679e+03	-3.8764856e+03	-9.3351419e+02
1141           	plate	6.0753345e+03	6.3555113e+03	1.2555916e+03
1141           	riser	-5.1470482e+03	-3.8765393e+03	-9.3351235e+02
1142           	plate	6.0753443e+03	6.3555951e+03	1.2555878e+03
1142           	riser	-5.1470290e+03	-3.8765903e+03	-9.3351041e+02
1143           	plate	6.0753540e+03	6.3556673e+03	1.2555841e+03
1143           	riser	-5.1470103e+03	-3.8766391e+03	-9.3350839e+02
1144           	plate	6.0753638e+03	6.3557288e+03	1.2555803e+03
1144           	riser	-5.1469922e+03	-3.8766862e+03	-9.3350628e+02
1145           	plate	6.0756801e+03	6.3558442e+03	1.2555788e+03
1145           	riser	-5.1468443e+03	-3.8785821e+03	-9.3353079e+02
1146           	plate	6.0756898e+03	6.3558860e+03	1.2555750e+03
1146           	riser	-5.1468272e+03	-3.8786271e+03	-9.3352852e+02
1147           	plate	6.0756994e+03	6.3559189e+03	1.2555712e+03
1147           	riser	-5.1468107e+03	-3.8786712e+03	-9.3352618e+02
1148           	plate	6.0757090e+03	6.3559435e+03	1.2555673e+03
1148           	riser	-5.1467946e+03	-3.8787146e+03	-9.3352375e+02
