t_h, Q_in_kW, Q_removed_kW, T_plate_C
1.452500000000000000e+02,4.424096159851919907e+01,4.450811297217281037e+01,3.241598415989041087e+02
1.455000000000000000e+02,4.420333213948563156e+01,4.447008111035651723e+01,3.240282263815005876e+02
1.457500000000000000e+02,4.416578099355391629e+01,4.443212801906071974e+01,3.238968094124871300e+02
1.460000000000000000e+02,4.412830799774158663e+01,4.439425352949753290e+01,3.237655904665111279e+02
1.462500000000000000e+02,4.409091298940536774e+01,4.435645747405462203e+01,3.236345693210801073e+02
1.465000000000000000e+02,4.405359580624048021e+01,4.431873968617284731e+01,3.235037457561496694e+02
1.467500000000000000e+02,4.401635628627992247e+01,4.428110000024230430e+01,3.233731195537713461e+02
1.470000000000000000e+02,4.397919426789378150e+01,4.424353825151301578e+01,3.232426904977914432e+02
1.472500000000000000e+02,4.394210958978851522e+01,4.420605427601842763e+01,3.231124583735933129e+02
1.475000000000000000e+02,4.390510209100625616e+01,4.416864791051007444e+01,3.229824229678771985e+02
1.477500000000000000e+02,4.386817161092412221e+01,4.413131899240167400e+01,3.228525840684719128e+02
1.480000000000000000e+02,4.383131798925351319e+01,4.409406735972095248e+01,3.227229414641735161e+02
1.482500000000000000e+02,4.379454106603941455e+01,4.405689285106860353e+01,3.225934949446075848e+02
1.485000000000000000e+02,4.375784068165972229e+01,4.401979530558285347e+01,3.224642443001112042e+02
1.487500000000000000e+02,4.372121667682448987e+01,4.398277456290939114e+01,3.223351893216321855e+02
1.490000000000000000e+02,4.368466889257533126e+01,4.394583046317521990e+01,3.222063298006427203e+02
1.492500000000000000e+02,4.364819717028463231e+01,4.390896284696633245e+01,3.220776655290656549e+02
1.495000000000000000e+02,4.361180135165494676e+01,4.387217155530841239e+01,3.219491962992111667e+02
1.497500000000000000e+02,4.357548127871824306e+01,4.383545642965047051e+01,3.218209219037229900e+02
1.500000000000000000e+02,4.353923679383525780e+01,4.379881731185054150e+01,3.216928421355319756e+02
1.502500000000000000e+02,4.350306773969480645e+01,4.376225404416312870e+01,3.215649567878166977e+02
1.505000000000000000e+02,4.346697395931308705e+01,4.372576646922904331e+01,3.214372656539696891e+02
1.507500000000000000e+02,4.343095529603301941e+01,4.368935443006574104e+01,3.213097685275683943e+02
1.510000000000000000e+02,4.339501159352353454e+01,4.365333792580041461e+01,3.211824652023506133e+02
1.512500000000000000e+02,4.335914269577892810e+01,4.361702833712536176e+01,3.210551977437607434e+02
1.515000000000000000e+02,4.332334844711815691e+01,4.358080063361521184e+01,3.209281473966602789e+02
1.517500000000000000e+02,4.328762869218418530e+01,4.354465369141562547e+01,3.208013105961100564e+02
1.520000000000000000e+02,4.325198327594330294e+01,4.350858652500140522e+01,3.206746842543123535e+02
1.522500000000000000e+02,4.321641204368444278e+01,4.347259826744319611e+01,3.205482656926207028e+02
1.525000000000000000e+02,4.318091484101852018e+01,4.343668815350584822e+01,3.204220525832712383e+02
1.527500000000000000e+02,4.314549151387775794e+01,4.340085550516953816e+01,3.202960428994404651e+02
1.530000000000000000e+02,4.311014190851501837e+01,4.336509971922597373e+01,3.201702348724359695e+02
1.532500000000000000e+02,4.307486587150314961e+01,4.332942025665097674e+01,3.200446269549975113e+02
1.535000000000000000e+02,4.303966324973428925e+01,4.329381663349808917e+01,3.199192177898337377e+02
1.537500000000000000e+02,4.300453389041923202e+01,4.325828841309483153e+01,3.197940061826447504e+02
1.540000000000000000e+02,4.296947764108673340e+01,4.322283519935461982e+01,3.196689910789889950e+02
1.542500000000000000e+02,4.293449434958288435e+01,4.318745663104434129e+01,3.195441715444449073e+02
1.545000000000000000e+02,4.289958386407042923e+01,4.315215237687056060e+01,3.194195467475961436e+02
1.547500000000000000e+02,4.286474603302810493e+01,4.311692213126683981e+01,3.192951159454376011e+02
1.550000000000000000e+02,4.282998070524999434e+01,4.308176561078214206e+01,3.191708784708562234e+02
1.552500000000000000e+02,4.279528772984487262e+01,4.304668255098388840e+01,3.190468337218911188e+02
1.555000000000000000e+02,4.276066695623551084e+01,4.301167270380234697e+01,3.189229811525188438e+02
1.557500000000000000e+02,4.272611823415810761e+01,4.297673583525305219e+01,3.187993202647467115e+02
1.560000000000000000e+02,4.269164141366154297e+01,4.294187172348350856e+01,3.186758506018280741e+02
1.562500000000000000e+02,4.265723634510678153e+01,4.290708015709735434e+01,3.185525717424392269e+02
1.565000000000000000e+02,4.262290287916623299e+01,4.287236093371699042e+01,3.184294832956820187e+02
1.567500000000000000e+02,4.258864086682304873e+01,4.283771385875034809e+01,3.183065848967939928e+02
1.570000000000000000e+02,4.255445015937052489e+01,4.280313874433240073e+01,3.181838762034657861e+02
1.572500000000000000e+02,4.252033060841144874e+01,4.276863540841738143e+01,3.180613568926799530e+02
1.575000000000000000e+02,4.248628206585742362e+01,4.273420367399911868e+01,3.179390266579962372e+02
1.577500000000000000e+02,4.245230438392827921e+01,4.269984336844226647e+01,3.178168852072211621e+02
1.580000000000000000e+02,4.241839741515137518e+01,4.266555432290799388e+01,3.176949322604064037e+02
1.582500000000000000e+02,4.238456101236100437e+01,4.263133637186100344e+01,3.175731675481300158e+02
1.585000000000000000e+02,4.235079502869770351e+01,4.259718935264615425e+01,3.174515908100199226e+02
1.587500000000000000e+02,4.231709931760770615e+01,4.256311310512514012e+01,3.173302017934860828e+02
1.590000000000000000e+02,4.228347373284218236e+01,4.252910747136407821e+01,3.172090002526309718e+02
1.592500000000000000e+02,4.224991812845671291e+01,4.249517229536547802e+01,3.170879859473138822e+02
1.595000000000000000e+02,4.221643235881060718e+01,4.246130742283782666e+01,3.169671586423468170e+02
1.597500000000000000e+02,4.218301627856625657e+01,4.242751270099767424e+01,3.168465181068037282e+02
1.600000000000000000e+02,4.214966974268855182e+01,4.239378797839954416e+01,3.167260641134268440e+02
1.602500000000000000e+02,4.211639260644420801e+01,4.236013310478973182e+01,3.166057964381165561e+02
1.605000000000000000e+02,4.208318472540115351e+01,4.232654793098060964e+01,3.164857148594929299e+02
1.607500000000000000e+02,4.205004595542791179e+01,4.229334857578653839e+01,3.163658191585189456e+02
1.610000000000000000e+02,4.201697615269296193e+01,4.225985422368203359e+01,3.162459533055554743e+02
1.612500000000000000e+02,4.198397517366412046e+01,4.222643580521399542e+01,3.161262966117545261e+02
1.615000000000000000e+02,4.195104287510793029e+01,4.219309224615226839e+01,3.160068455743265190e+02
1.617500000000000000e+02,4.191817911408899988e+01,4.215982260244818747e+01,3.158875971491482915e+02
1.620000000000000000e+02,4.188538374796944197e+01,4.212662604205275585e+01,3.157685486867743521e+02
1.622500000000000000e+02,4.185265663440819139e+01,4.209350182928833561e+01,3.156496978774056288e+02
1.625000000000000000e+02,4.181999763136044379e+01,4.206044931141403964e+01,3.155310427035570910e+02
1.627500000000000000e+02,4.178740659707700189e+01,4.202746790707571023e+01,3.154125813993441056e+02
1.630000000000000000e+02,4.175488339010366445e+01,4.199455709637546619e+01,3.152943124154584780e+02
1.632500000000000000e+02,4.172242786928064362e+01,4.196171641233254235e+01,3.151762343890367220e+02
1.635000000000000000e+02,4.169003989374188990e+01,4.192894543354025672e+01,3.150583461177347999e+02
1.637500000000000000e+02,4.165771932291455926e+01,4.189624377785081322e+01,3.149406465374203208e+02
1.640000000000000000e+02,4.162546601651833811e+01,4.186361109694349381e+01,3.148231347029754943e+02
1.642500000000000000e+02,4.159327983456487488e+01,4.183104707165237102e+01,3.147058097717760461e+02
1.645000000000000000e+02,4.156116063735714050e+01,4.179855140794710877e+01,3.145886709894717228e+02
1.647500000000000000e+02,4.152910828548885291e+01,4.176612383347465851e+01,3.144717176777462555e+02
1.650000000000000000e+02,4.149712263984384464e+01,4.173376409458438019e+01,3.143549492237812046e+02
1.652500000000000000e+02,4.146520356159548726e+01,4.170147195376752336e+01,3.142383650711848304e+02
1.655000000000000000e+02,4.143335091220605193e+01,4.166924718745407574e+01,3.141219647121822618e+02
1.657500000000000000e+02,4.140156455342615516e+01,4.163708958411669414e+01,3.140057476808908064e+02
1.660000000000000000e+02,4.136984434729411220e+01,4.160499894263847409e+01,3.138897135475290270e+02
1.662500000000000000e+02,4.133819015613536862e+01,4.157297507090792976e+01,3.137738619134295277e+02
1.665000000000000000e+02,4.130660184256189638e+01,4.154101778460973549e+01,3.136581924067440355e+02
1.667500000000000000e+02,4.127507926947158978e+01,4.150912690618328327e+01,3.135427046787434620e+02
1.670000000000000000e+02,4.124362230004766872e+01,4.147730226392595654e+01,3.134273984006311480e+02
1.672500000000000000e+02,4.121223079775811016e+01,4.144585695108616363e+01,3.133122732607972125e+02
1.675000000000000000e+02,4.118090462635501581e+01,4.141411486758168081e+01,3.131971746313539029e+02
1.677500000000000000e+02,4.114964364987405077e+01,4.138244529944039840e+01,3.130822809058229268e+02
1.680000000000000000e+02,4.111844773263385378e+01,4.135084716320610454e+01,3.129675884777042256e+02
1.682500000000000000e+02,4.108731673923541905e+01,4.131931950616619531e+01,3.128530942074299901e+02
1.685000000000000000e+02,4.105625053456154205e+01,4.128786148833329861e+01,3.127387953580914655e+02
1.687500000000000000e+02,4.102524898377621554e+01,4.125647236692316255e+01,3.126246895400422545e+02
1.690000000000000000e+02,4.099431195232405400e+01,4.122515148298243304e+01,3.125107746631488226e+02
1.692500000000000000e+02,4.096343930592969684e+01,4.119389824986684090e+01,3.123970488956282452e+02
1.695000000000000000e+02,4.093263091059722569e+01,4.116271214331371908e+01,3.122835106285624533e+02
1.697500000000000000e+02,4.090188663260961022e+01,4.113159269288657072e+01,3.121701584453027749e+02
1.700000000000000000e+02,4.087120633852808993e+01,4.110053947460232848e+01,3.120569910950893018e+02
1.702500000000000000e+02,4.084058989519161997e+01,4.106955210457652328e+01,3.119440074703021537e+02
1.705000000000000000e+02,4.081003716971628137e+01,4.103863023354584527e+01,3.118312065868432228e+02
1.707500000000000000e+02,4.077954802949471969e+01,4.100777354214649506e+01,3.117185875672162183e+02
1.710000000000000000e+02,4.074912234219553397e+01,4.097698173684329248e+01,3.116061496259326304e+02
1.712500000000000000e+02,4.071875997576275097e+01,4.094625454642010709e+01,3.114938920569227321e+02
1.715000000000000000e+02,4.068846079841522112e+01,4.091590320273398618e+01,3.113818142226757573e+02
1.717500000000000000e+02,4.065822467864604306e+01,4.088525212270326392e+01,3.112697620887795438e+02
1.720000000000000000e+02,4.062805148522201648e+01,4.085467206675218677e+01,3.111579143898607072e+02
1.722500000000000000e+02,4.059794108718305239e+01,4.082416185799547037e+01,3.110462671364766152e+02
1.725000000000000000e+02,4.056789335384161177e+01,4.079372046259799589e+01,3.109348168544717623e+02
1.727500000000000000e+02,4.053790815478213005e+01,4.076334697021933096e+01,3.108235605146367675e+02
1.730000000000000000e+02,4.050798535986048421e+01,4.073304057714540249e+01,3.107124954720013079e+02
1.732500000000000000e+02,4.047812483920337456e+01,4.070280057173664545e+01,3.106016194134369925e+02
1.735000000000000000e+02,4.044832646320779190e+01,4.067262632187315319e+01,3.104909303124293842e+02
1.737500000000000000e+02,4.041859010254047746e+01,4.064251726412239663e+01,3.103804263900348133e+02
1.740000000000000000e+02,4.038891562813731184e+01,4.061247289439219799e+01,3.102701060811735942e+02
1.742500000000000000e+02,4.035930291120278213e+01,4.058280369565044765e+01,3.101599680055280146e+02
1.745000000000000000e+02,4.032975182320942764e+01,4.055282972005314690e+01,3.100498577562987634e+02
1.747500000000000000e+02,4.030026223589727152e+01,4.052292700451164364e+01,3.099399558475438994e+02
1.750000000000000000e+02,4.027083402127327361e+01,4.049309415511796573e+01,3.098302574711945567e+02
1.752500000000000000e+02,4.024146705161075488e+01,4.046332995018248369e+01,3.097207584428495011e+02
1.755000000000000000e+02,4.021216119944885747e+01,4.043363331680039607e+01,3.096114551170610412e+02
1.757500000000000000e+02,4.018291633759200465e+01,4.040400331062154748e+01,3.095023443141652706e+02
1.760000000000000000e+02,4.015373233910933237e+01,4.037475261032614782e+01,3.093934232570791210e+02
1.762500000000000000e+02,4.012460907733412796e+01,4.034518681479600843e+01,3.092845350614132940e+02
1.765000000000000000e+02,4.009554642586329010e+01,4.031569442607808895e+01,3.091758648851256339e+02
1.767500000000000000e+02,4.006654425855681012e+01,4.028627364512153974e+01,3.090674064238684196e+02
1.770000000000000000e+02,4.003760244953716807e+01,4.025692289978000815e+01,3.089591541974727420e+02
1.772500000000000000e+02,4.000872087318883530e+01,4.022793965777220393e+01,3.088511034382908633e+02
1.775000000000000000e+02,3.997989940415769183e+01,4.019864673430967628e+01,3.087431027658732319e+02
1.777500000000000000e+02,3.995113791735052189e+01,4.016943078757080343e+01,3.086353343609399076e+02
1.780000000000000000e+02,3.992243628793443833e+01,4.014057807999103744e+01,3.085277898509538090e+02
1.782500000000000000e+02,3.989379439133634264e+01,4.011141089997981624e+01,3.084203197713742952e+02
1.785000000000000000e+02,3.986521210324241338e+01,4.008259306124620736e+01,3.083131084787501663e+02
1.787500000000000000e+02,3.983668929959753058e+01,4.005373114009302782e+01,3.082060132328759892e+02
1.790000000000000000e+02,3.980822585660475710e+01,4.002500814459040868e+01,3.080990850571686792e+02
1.792500000000000000e+02,3.977982165072479859e+01,3.999479444963731822e+01,3.079922847530105514e+02
1.795000000000000000e+02,3.975147655867547059e+01,3.996616610105447620e+01,3.078863759145951917e+02
1.797500000000000000e+02,3.972319045743115851e+01,3.993756934556729732e+01,3.077806066257907105e+02
1.800000000000000000e+02,3.969496322422226342e+01,3.990922111031354547e+01,3.076749903843958691e+02
1.802500000000000000e+02,3.966679473653473309e+01,3.988097283417305050e+01,3.075694337560594249e+02
1.805000000000000000e+02,3.963868487210945091e+01,3.985245718203885446e+01,3.074639164364281214e+02
1.807500000000000000e+02,3.961063350894174562e+01,3.982436995245015510e+01,3.073585990328099911e+02
1.810000000000000000e+02,3.958264052528086552e+01,3.979599805884610220e+01,3.072532992991994547e+02
1.812500000000000000e+02,3.955470579962945976e+01,3.976768970839469830e+01,3.071481862399595570e+02
1.815000000000000000e+02,3.952682921074300282e+01,3.973978540673377324e+01,3.070432572513033165e+02
1.817500000000000000e+02,3.949901063762931130e+01,3.971159363158574251e+01,3.069383419156662853e+02
1.820000000000000000e+02,3.947124995954800397e+01,3.968346437980614638e+01,3.068336104423325423e+02
1.822500000000000000e+02,3.944354705600998301e+01,3.965539696686894189e+01,3.067290605510987689e+02
1.825000000000000000e+02,3.941590180677691535e+01,3.962739078408944948e+01,3.066246902396409268e+02
1.827500000000000000e+02,3.938831409186069976e+01,3.959978000676500898e+01,3.065204977462737475e+02
1.830000000000000000e+02,3.936078379152293394e+01,3.957187383866228458e+01,3.064163166148690038e+02
1.832500000000000000e+02,3.933331078627443844e+01,3.954403017646893659e+01,3.063123206590705649e+02
1.835000000000000000e+02,3.930589495687468116e+01,3.951624826103806498e+01,3.062085073117075922e+02
1.837500000000000000e+02,3.927853618433131544e+01,3.948852741895766627e+01,3.061048743208665428e+02
1.840000000000000000e+02,3.925123434989961879e+01,3.946086705109233606e+01,3.060014197077750850e+02
1.842500000000000000e+02,3.922398933508200969e+01,3.943326662266499483e+01,3.058981417303309627e+02
1.845000000000000000e+02,3.919680102162750757e+01,3.940604235270266287e+01,3.057950388515167788e+02
1.847500000000000000e+02,3.916966929153123544e+01,3.937853342467216322e+01,3.056919536870924503e+02
1.850000000000000000e+02,3.914259402703390833e+01,3.935108668972341661e+01,3.055890543535977599e+02
1.852500000000000000e+02,3.911557511062131454e+01,3.932370132419124076e+01,3.054863380293219848e+02
1.855000000000000000e+02,3.908861242502381117e+01,3.929637659863310972e+01,3.053838022404478352e+02
1.857500000000000000e+02,3.906170585321581257e+01,3.926911186528045050e+01,3.052814448147521489e+02
1.860000000000000000e+02,3.903485527841527869e+01,3.924190654717087057e+01,3.051792638414883641e+02
1.862500000000000000e+02,3.900806058408321064e+01,3.921476012873495165e+01,3.050772576366230737e+02
1.865000000000000000e+02,3.898132165392314619e+01,3.918767214764270790e+01,3.049754247127099802e+02
1.867500000000000000e+02,3.895463837188067657e+01,3.916064218774032213e+01,3.048737637527800644e+02
1.870000000000000000e+02,3.892801062214288521e+01,3.913366987293088073e+01,3.047722735877117657e+02
1.872500000000000000e+02,3.890143828913790713e+01,3.910675486187290772e+01,3.046709531766155123e+02
1.875000000000000000e+02,3.887492125753439609e+01,3.908020949775150399e+01,3.045698015898296944e+02
1.877500000000000000e+02,3.884845941224102717e+01,3.905337643257101377e+01,3.044686639613868806e+02
1.880000000000000000e+02,3.882205263840599940e+01,3.902660397790222646e+01,3.043677092187195967e+02
1.882500000000000000e+02,3.879570082141653131e+01,3.899989134177791072e+01,3.042669346329490168e+02
1.885000000000000000e+02,3.876940384689838481e+01,3.897323782208055576e+01,3.041663378089029379e+02
1.887500000000000000e+02,3.874316160071533943e+01,3.894664279464798540e+01,3.040659166409676004e+02
1.890000000000000000e+02,3.871697396896871624e+01,3.892010570296227456e+01,3.039656692747994384e+02
1.892500000000000000e+02,3.869084083799688045e+01,3.889362604921110034e+01,3.038655940741164727e+02
1.895000000000000000e+02,3.866476209437474409e+01,3.886720338653741180e+01,3.037656895918929081e+02
1.897500000000000000e+02,3.863873762491327568e+01,3.884083731231987002e+01,3.036659545453720739e+02
1.900000000000000000e+02,3.861276731665898865e+01,3.881452746234600681e+01,3.035663877943895272e+02
1.902500000000000000e+02,3.858685105689352213e+01,3.878827350575910771e+01,3.034669883225664648e+02
1.905000000000000000e+02,3.856098873313305120e+01,3.876207514067597515e+01,3.033677552209924784e+02
1.907500000000000000e+02,3.853518023312786767e+01,3.873593209038605778e+01,3.032686876740668822e+02
1.910000000000000000e+02,3.850942544486187558e+01,3.870984410005488030e+01,3.031697849472126336e+02
1.912500000000000000e+02,3.848372425655208673e+01,3.868381093386405212e+01,3.030710463762137010e+02
1.915000000000000000e+02,3.845807655664818014e+01,3.865783237253042159e+01,3.029724713579616378e+02
1.917500000000000000e+02,3.843248223383196915e+01,3.863190821115388474e+01,3.028740593424237773e+02
1.920000000000000000e+02,3.840694117701694665e+01,3.860603681669019238e+01,3.027758098256716153e+02
1.922500000000000000e+02,3.838145327534778062e+01,3.858022120450192460e+01,3.026777230535868739e+02
1.925000000000000000e+02,3.835601841819986646e+01,3.855477255706762918e+01,3.025797977318836729e+02
1.927500000000000000e+02,3.833063649517880833e+01,3.852902931385740004e+01,3.024818792041247661e+02
1.930000000000000000e+02,3.830530739611997859e+01,3.850334413815454582e+01,3.023841386849405239e+02
1.932500000000000000e+02,3.828003101108801332e+01,3.847771628538886546e+01,3.022865735910377225e+02
1.935000000000000000e+02,3.825480723037634334e+01,3.845214510027705046e+01,3.021891816517833718e+02
1.937500000000000000e+02,3.822963594450669689e+01,3.842662999773929755e+01,3.020919608653291561e+02
1.940000000000000000e+02,3.820451704422868033e+01,3.840117044735788454e+01,3.019949094641372653e+02
1.942500000000000000e+02,3.817945042051924531e+01,3.837576598189890120e+01,3.018980258881630334e+02
1.945000000000000000e+02,3.815443596458224107e+01,3.835041617859532437e+01,3.018013087538383274e+02
1.947500000000000000e+02,3.812947356784793840e+01,3.832512065761952158e+01,3.017047568322765301e+02
1.950000000000000000e+02,3.810456312197256068e+01,3.829987906981172330e+01,3.016083690282293333e+02
1.952500000000000000e+02,3.807970451883781493e+01,3.827469110268935282e+01,3.015121443650892274e+02
1.955000000000000000e+02,3.805489765055042994e+01,3.824955646900041728e+01,3.014160819669311309e+02
1.957500000000000000e+02,3.803014240944165891e+01,3.822447490511452628e+01,3.013201810461931132e+02
1.960000000000000000e+02,3.800543868806683179e+01,3.819944616795782366e+01,3.012244408921495165e+02
1.962500000000000000e+02,3.798078637920491474e+01,3.817447003235153602e+01,3.011288608608940081e+02
1.965000000000000000e+02,3.795618537585799146e+01,3.814954628869914899e+01,3.010334403666334993e+02
1.967500000000000000e+02,3.793163557125083685e+01,3.812467474204068907e+01,3.009381788741212631e+02
1.970000000000000000e+02,3.790713685883042672e+01,3.809985520591420993e+01,3.008430758915558272e+02
1.972500000000000000e+02,3.788268913226553281e+01,3.807508750765457251e+01,3.007481309665038225e+02
1.975000000000000000e+02,3.785829228544617564e+01,3.805037148236620226e+01,3.006533436792119574e+02
1.977500000000000000e+02,3.783394621248321954e+01,3.802570697300071600e+01,3.005587136388884346e+02
1.980000000000000000e+02,3.780965080770792497e+01,3.800109382936096125e+01,3.004642404799456017e+02
1.982500000000000000e+02,3.778540596567142984e+01,3.797653190723582384e+01,3.003699238587332161e+02
1.985000000000000000e+02,3.776121158114435872e+01,3.795202106764794081e+01,3.002757634506977524e+02
1.987500000000000000e+02,3.773706754911631833e+01,3.792756117619945400e+01,3.001817589479120443e+02
1.990000000000000000e+02,3.771297376479547125e+01,3.790315210250383871e+01,3.000879100569269440e+02
1.992500000000000000e+02,3.768893012360805983e+01,3.787879371969120257e+01,2.999942164969028795e+02
1.995000000000000000e+02,3.766493652119795854e+01,3.785448590397871271e+01,2.999006779979846442e+02
1.997500000000000000e+02,3.764099285342624057e+01,3.783022853429655186e+01,2.998072942998879284e+02
2.000000000000000000e+02,3.761709901637069464e+01,3.780602149196298711e+01,2.997140651506695121e+02
