t_h,T_plate_C,T_heater_C,mdot_kgs,T_gas_out_C
8.939051653135662434e+01,3.322559668278393019e+02,4.306838107576472794e+02,5.274468118418710327e-01,1.045796961817991928e+02
8.941051888457465679e+01,3.322450241027316906e+02,4.306716191289660856e+02,5.274405916926437898e-01,1.045751337135381505e+02
8.943052123779267504e+01,3.322340789543166011e+02,4.306594267176539006e+02,5.274343701659410799e-01,1.045705702349013677e+02
8.945052359101070749e+01,3.322231314748490831e+02,4.306472335899799191e+02,5.274281473142033994e-01,1.045660057843537629e+02
8.947052594422873995e+01,3.322121817550395235e+02,4.306350398110970445e+02,5.274219231889930581e-01,1.045614403997162754e+02
8.949052829744675819e+01,3.322012298840789981e+02,4.306228454450605341e+02,5.274156978410086127e-01,1.045568741181762107e+02
8.951053065066479064e+01,3.321902759496646240e+02,4.306106505548459609e+02,5.274094713200996321e-01,1.045523069762980981e+02
8.953053300388280888e+01,3.321793200380236613e+02,4.305984552023668357e+02,5.274032436752801312e-01,1.045477390100335811e+02
8.955053535710084134e+01,3.321683622339381827e+02,4.305862594484922283e+02,5.273970149547425601e-01,1.045431702547318196e+02
8.957053771031885958e+01,3.321574026207686074e+02,4.305740633530642754e+02,5.273907852058712376e-01,1.045386007451490968e+02
8.959054006353689203e+01,3.321464412804772337e+02,4.305618669749144374e+02,5.273845544752558956e-01,1.045340305154589373e+02
8.961054241675491028e+01,3.321354782936512038e+02,4.305496703718806657e+02,5.273783228087044472e-01,1.045294595992613154e+02
8.963054476997294273e+01,3.321245137395250140e+02,4.305374736008235459e+02,5.273720902512559761e-01,1.045248880295923755e+02
8.965054712319096097e+01,3.321135476960031383e+02,4.305252767176424413e+02,5.273658568471936148e-01,1.045203158389336409e+02
8.967054947640899343e+01,3.321025802396817426e+02,4.305130797772912956e+02,5.273596226400566467e-01,1.045157430592211654e+02
8.969055182962701167e+01,3.320916114458700577e+02,4.305008828337943214e+02,5.273533876726531622e-01,1.045111697218544577e+02
8.971055418284504412e+01,3.320806413886118662e+02,4.304886859402611208e+02,5.273471519870713831e-01,1.045065958577053493e+02
8.973055653606306237e+01,3.320696701407061937e+02,4.304764891489016918e+02,5.273409156246926521e-01,1.045020214971268047e+02
8.975055888928109482e+01,3.320586977737278858e+02,4.304642925110416627e+02,5.273346786262017583e-01,1.044974466699612776e+02
8.977056124249911306e+01,3.320477243580477307e+02,4.304520960771363889e+02,5.273284410315995929e-01,1.044928714055491810e+02
8.979056359571714552e+01,3.320367499628522410e+02,4.304398998967855050e+02,5.273222028802138084e-01,1.044882957327371287e+02
8.981056594893516376e+01,3.320257746561632075e+02,4.304277040187470220e+02,5.273159642107095868e-01,1.044837196798863488e+02
8.983056830215319621e+01,3.320147985048567989e+02,4.304155084909511970e+02,5.273097250611014086e-01,1.044791432748800730e+02
8.985057065537121446e+01,3.320038215746827746e+02,4.304033133605139483e+02,5.273034854687632667e-01,1.044745665451321770e+02
8.987057300858924691e+01,3.319928439302825609e+02,4.303911186737506114e+02,5.272972454704391021e-01,1.044699895175942856e+02
8.989057536180726515e+01,3.319818656352077824e+02,4.303789244761888995e+02,5.272910051022533517e-01,1.044654122187636176e+02
8.991057771502529761e+01,3.319708867519382238e+02,4.303667308125818636e+02,5.272847643997213840e-01,1.044608346746905454e+02
8.993058006824331585e+01,3.319599073418993385e+02,4.303545377269208529e+02,5.272785233977591579e-01,1.044562569109858714e+02
8.995058242146134830e+01,3.319489274654797555e+02,4.303423452624477932e+02,5.272722821306929930e-01,1.044516789528280469e+02
8.997058477467938076e+01,3.319379471820483332e+02,4.303301534616676918e+02,5.272660406322701165e-01,1.044471008249703914e+02
8.999058712789739900e+01,3.319269665499707571e+02,4.303179623663608027e+02,5.272597989356671011e-01,1.044425225517479703e+02
9.001058948111543145e+01,3.319159856266264796e+02,4.303057720175944496e+02,5.272535570734998567e-01,1.044379441570845870e+02
9.003059183433344970e+01,3.319050044684245222e+02,4.302935824557349633e+02,5.272473150778330675e-01,1.044333656644994335e+02
9.005059418755148215e+01,3.318940231308197326e+02,4.302813937204589365e+02,5.272410729801887408e-01,1.044287870971139682e+02
9.007059654076950039e+01,3.318830416683284739e+02,4.302692058507648198e+02,5.272348308115554216e-01,1.044242084776582260e+02
9.009059889398753285e+01,3.318720601345440855e+02,4.302570188849839496e+02,5.272285886023970747e-01,1.044196298284774116e+02
9.011060124720555109e+01,3.318610785821518903e+02,4.302448328607916892e+02,5.272223463826616330e-01,1.044150511715383232e+02
9.013060360042358354e+01,3.318500970629444282e+02,4.302326478152182290e+02,5.272161041817892135e-01,1.044104725284352639e+02
9.015060595364160179e+01,3.318391156278360086e+02,4.302204637846589321e+02,5.272098620287211101e-01,1.044058939203965224e+02
9.017060830685963424e+01,3.318281343268773753e+02,4.302082808048851348e+02,5.272036199519074540e-01,1.044013153682902839e+02
9.019061066007765248e+01,3.318171532092695770e+02,4.301960989110543778e+02,5.271973779793154291e-01,1.043967368926305426e+02
9.021061301329568494e+01,3.318061723233782914e+02,4.301839181377202976e+02,5.271911361384375994e-01,1.043921585135828423e+02
9.023061536651370318e+01,3.317951917167473539e+02,4.301717385188427443e+02,5.271848944562991246e-01,1.043875802509701316e+02
9.025061771973173563e+01,3.317842114361126278e+02,4.301595600877976722e+02,5.271786529594658655e-01,1.043830021242785620e+02
9.027062007294975388e+01,3.317732315274148505e+02,4.301473828773864625e+02,5.271724116740520438e-01,1.043784241526626602e+02
9.029062242616778633e+01,3.317622520358132761e+02,4.301352069198455865e+02,5.271661706257272373e-01,1.043738463549511835e+02
9.031062477938580457e+01,3.317512730056979535e+02,4.301230322468559280e+02,5.271599298397240396e-01,1.043692687496521216e+02
9.033062713260383703e+01,3.317402944807030281e+02,4.301108588895518778e+02,5.271536893408452773e-01,1.043646913549583246e+02
9.035062948582185527e+01,3.317293165037186782e+02,4.300986868785305433e+02,5.271474491534710038e-01,1.043601141887525614e+02
9.037063183903988772e+01,3.317183391169036213e+02,4.300865162438600464e+02,5.271412093015653832e-01,1.043555372686123519e+02
9.039063419225790597e+01,3.317073623616971645e+02,4.300743470150889607e+02,5.271349698086836844e-01,1.043509606118155943e+02
9.041063654547593842e+01,3.316963862788310280e+02,4.300621792212543824e+02,5.271287306979788312e-01,1.043463842353448854e+02
9.043063889869397087e+01,3.316854109083409412e+02,4.300500128908905708e+02,5.271224919922083973e-01,1.043418081558928066e+02
9.045064125191198912e+01,3.316744362895782388e+02,4.300378480520370204e+02,5.271162537137407123e-01,1.043372323898665286e+02
9.047064360513002157e+01,3.316634624612211155e+02,4.300256847322469866e+02,5.271100158845615224e-01,1.043326569533925294e+02
9.049064595834803981e+01,3.316524894612855405e+02,4.300135229585951038e+02,5.271037785262802089e-01,1.043280818623213122e+02
9.051064831156607227e+01,3.316415173271363983e+02,4.300013627576855697e+02,5.270975416601358932e-01,1.043235071322317253e+02
9.053065066478409051e+01,3.316305460954981754e+02,4.299892041556597633e+02,5.270913053070039878e-01,1.043189327784357374e+02
9.055065301800212296e+01,3.316195758024655333e+02,4.299770471782038612e+02,5.270850694874015252e-01,1.043143588159827004e+02
9.057065537122014121e+01,3.316086064835134266e+02,4.299648918505564552e+02,5.270788342214934863e-01,1.043097852596634993e+02
9.059065772443817366e+01,3.315976381735075620e+02,4.299527381975157141e+02,5.270725995290986843e-01,1.043052121240152132e+02
9.061066007765619190e+01,3.315866709067146303e+02,4.299405862434470009e+02,5.270663654296949829e-01,1.043006394233248670e+02
9.063066243087422436e+01,3.315757047168116287e+02,4.299284360122895805e+02,5.270601319424255138e-01,1.042960671716338652e+02
9.065066478409224260e+01,3.315647396368962063e+02,4.299162875275638953e+02,5.270538990861038942e-01,1.042914953827419140e+02
9.067066713731027505e+01,3.315537756994956453e+02,4.299041408123786141e+02,5.270476668792194452e-01,1.042869240702110574e+02
9.069066949052829330e+01,3.315428129365767518e+02,4.298919958894371121e+02,5.270414353399429652e-01,1.042823532473694286e+02
9.071067184374632575e+01,3.315318513795547233e+02,4.298798527810442920e+02,5.270352044861319474e-01,1.042777829273153998e+02
9.073067419696434399e+01,3.315208910593025848e+02,4.298677115091131782e+02,5.270289743353352430e-01,1.042732131229211632e+02
9.075067655018237645e+01,3.315099320061597155e+02,4.298555720951712829e+02,5.270227449047986124e-01,1.042686438468364258e+02
9.077067890340039469e+01,3.314989742499409431e+02,4.298434345603670863e+02,5.270165162114698321e-01,1.042640751114922182e+02
9.079068125661842714e+01,3.314880178199451848e+02,4.298312989254762897e+02,5.270102882720030246e-01,1.042595069291044751e+02
9.081068360983644538e+01,3.314770627449638596e+02,4.298191652109078404e+02,5.270040611027640987e-01,1.042549393116775036e+02
9.083068596305447784e+01,3.314661090532893013e+02,4.298070334367099576e+02,5.269978347198351898e-01,1.042503722710075635e+02
9.085068831627249608e+01,3.314551567727229440e+02,4.297949036225763848e+02,5.269916091390194346e-01,1.042458058186861081e+02
9.087069066949052853e+01,3.314442059305833936e+02,4.297827757878519606e+02,5.269853843758454115e-01,1.042412399661034215e+02
9.089069302270856099e+01,3.314332565537146138e+02,4.297706499515384166e+02,5.269791604455721368e-01,1.042366747244519161e+02
9.091069537592657923e+01,3.314223086684933151e+02,4.297585261322999486e+02,5.269729373631927283e-01,1.042321101047290313e+02
9.093069772914461169e+01,3.314113623008371405e+02,4.297464043484691274e+02,5.269667151434395125e-01,1.042275461177409284e+02
9.095070008236262993e+01,3.314004174762120556e+02,4.297342846180519018e+02,5.269604938007881323e-01,1.042229827741054464e+02
9.097070243558066238e+01,3.313894742196396237e+02,4.297221669587335100e+02,5.269542733494614328e-01,1.042184200842550013e+02
9.099070478879868062e+01,3.313785325557045098e+02,4.297100513878832544e+02,5.269480538034341244e-01,1.042138580584399961e+02
9.101070714201671308e+01,3.313675925085617564e+02,4.296979379225600724e+02,5.269418351764364461e-01,1.042092967067316067e+02
9.103070949523473132e+01,3.313566541019436045e+02,4.296858265795174248e+02,5.269356174819587180e-01,1.042047360390248514e+02
9.105071184845276377e+01,3.313457173591667697e+02,4.296737173752086392e+02,5.269294007332545604e-01,1.042001760650414326e+02
9.107071420167078202e+01,3.313347823031390362e+02,4.296616103257915711e+02,5.269231849433454462e-01,1.041956167943324090e+02
9.109071655488881447e+01,3.313238489563663052e+02,4.296495054471336061e+02,5.269169701250244753e-01,1.041910582362814921e+02
9.111071890810683271e+01,3.313129173409589612e+02,4.296374027548163212e+02,5.269107562908597053e-01,1.041865004001074340e+02
9.113072126132486517e+01,3.313019874786383525e+02,4.296253022641404868e+02,5.269045434531982597e-01,1.041819432948666986e+02
9.115072361454288341e+01,3.312910593907436123e+02,4.296132039901303870e+02,5.268983316241697690e-01,1.041773869294564747e+02
9.117072596776091586e+01,3.312801330982373429e+02,4.296011079475387078e+02,5.268921208156900349e-01,1.041728313126168928e+02
9.119072832097893411e+01,3.312692086217125507e+02,4.295890141508507440e+02,5.268859110394645828e-01,1.041682764529340375e+02
9.121073067419696656e+01,3.312582859813981031e+02,4.295769226142888328e+02,5.268797023069922147e-01,1.041637223588421080e+02
9.123073302741498480e+01,3.312473651971652089e+02,4.295648333518167874e+02,5.268734946295682287e-01,1.041591690386262599e+02
9.125073538063301726e+01,3.312364462885328749e+02,4.295527463771443308e+02,5.268672880182876384e-01,1.041546165004247655e+02
9.127073773385103550e+01,3.312255292746741588e+02,4.295406617037309616e+02,5.268610824840491702e-01,1.041500647522316854e+02
9.129074008706906795e+01,3.312146141744216266e+02,4.295285793447903870e+02,5.268548780375575946e-01,1.041455138018990283e+02
9.131074244028708620e+01,3.312037010062730360e+02,4.295164993132942755e+02,5.268486746893277228e-01,1.041409636571392525e+02
9.133074479350511865e+01,3.311927897883969081e+02,4.295044216219763484e+02,5.268424724496868494e-01,1.041364143255275962e+02
9.135074714672315110e+01,3.311818805386377562e+02,4.294923462833367012e+02,5.268362713287785271e-01,1.041318658145041809e+02
9.137074949994116935e+01,3.311709732745216570e+02,4.294802733096449856e+02,5.268300713365647869e-01,1.041273181313762848e+02
9.139075185315920180e+01,3.311600680132614798e+02,4.294682027129448443e+02,5.268238724828301356e-01,1.041227712833206738e+02
9.141075420637722004e+01,3.311491647717621163e+02,4.294561345050572072e+02,5.268176747771836643e-01,1.041182252773857613e+02
9.143075655959525250e+01,3.311382635666252554e+02,4.294440686975842709e+02,5.268114782290621578e-01,1.041136801204933136e+02
9.145075891281327074e+01,3.311273644141546129e+02,4.294320053019127954e+02,5.268052828477333138e-01,1.041091358194411782e+02
9.147076126603130319e+01,3.311164673303610471e+02,4.294199443292179694e+02,5.267990886422980745e-01,1.041045923809048190e+02
9.149076361924932144e+01,3.311055723309669929e+02,4.294078857904668212e+02,5.267928956216934022e-01,1.041000498114396464e+02
9.151076597246735389e+01,3.310946794314114641e+02,4.293958296964215151e+02,5.267867037946953879e-01,1.040955081174827228e+02
9.153076832568537213e+01,3.310837886468547140e+02,4.293837760576428764e+02,5.267805131699214716e-01,1.040909673053550364e+02
9.155077067890340459e+01,3.310728999921826698e+02,4.293717248844938013e+02,5.267743237558332181e-01,1.040864273812631495e+02
9.157077303212142283e+01,3.310620134820119347e+02,4.293596761871423269e+02,5.267681355607392035e-01,1.040818883513012452e+02
9.159077538533945528e+01,3.310511291306935391e+02,4.293476299755649279e+02,5.267619485927967915e-01,1.040773502214529458e+02
9.161077773855747353e+01,3.310402469523179434e+02,4.293355862595497001e+02,5.267557628600155750e-01,1.040728129975930756e+02
9.163078009177550598e+01,3.310293669607189031e+02,4.293235450486994296e+02,5.267495783702589307e-01,1.040682766854895362e+02
9.165078244499352422e+01,3.310184891694781300e+02,4.293115063524348898e+02,5.267433951312471274e-01,1.040637412908050692e+02
9.167078479821155668e+01,3.310076135919290437e+02,4.292994701799974564e+02,5.267372131505592137e-01,1.040592068190989039e+02
9.169078715142957492e+01,3.309967402411610919e+02,4.292874365404525179e+02,5.267310324356355711e-01,1.040546732758286339e+02
9.171078950464760737e+01,3.309858691300238434e+02,4.292754054426918628e+02,5.267248529937803569e-01,1.040501406663516377e+02
9.173079185786562562e+01,3.309750002711307388e+02,4.292633768954369771e+02,5.267186748321632805e-01,1.040456089959271253e+02
9.175079421108365807e+01,3.309641336768631845e+02,4.292513509072418856e+02,5.267124979578223787e-01,1.040410782697173318e+02
9.177079656430167631e+01,3.309532693593743033e+02,4.292393274864955401e+02,5.267063223776657921e-01,1.040365484927893363e+02
9.179079891751970877e+01,3.309424073305926868e+02,4.292273066414247751e+02,5.267001480984740969e-01,1.040320196701167674e+02
9.181080127073772701e+01,3.309315476022261464e+02,4.292152883800971495e+02,5.266939751269021919e-01,1.040274918065810539e+02
9.183080362395575946e+01,3.309206901857653520e+02,4.292032727104233345e+02,5.266878034694818522e-01,1.040229649069730726e+02
9.185080597717379192e+01,3.309098350924873557e+02,4.291912596401597284e+02,5.266816331326232836e-01,1.040184389759947408e+02
9.187080833039181016e+01,3.308989823334593439e+02,4.291792491769112985e+02,5.266754641226172318e-01,1.040139140182603796e+02
9.189081068360984261e+01,3.308881319195419337e+02,4.291672413281336276e+02,5.266692964456373138e-01,1.040093900382982497e+02
9.191081303682786086e+01,3.308772838613924705e+02,4.291552361011357561e+02,5.266631301077413507e-01,1.040048670405518578e+02
9.193081539004589331e+01,3.308664381694686654e+02,4.291432335030824561e+02,5.266569651148738096e-01,1.040003450293813785e+02
9.195081774326391155e+01,3.308555948540317786e+02,4.291312335409967318e+02,5.266508014728675802e-01,1.039958240090652453e+02
9.197082009648194401e+01,3.308447539251496892e+02,4.291192362217618665e+02,5.266446391874454180e-01,1.039913039838010604e+02
9.199082244969996225e+01,3.308339153927004190e+02,4.291072415521242647e+02,5.266384782642222762e-01,1.039867849577074139e+02
9.201082480291799470e+01,3.308230792663749753e+02,4.290952495386951568e+02,5.266323187087069702e-01,1.039822669348249633e+02
9.203082715613601295e+01,3.308122455556806472e+02,4.290832601879532149e+02,5.266261605263033996e-01,1.039777499191175707e+02
9.205082950935404540e+01,3.308014142699439617e+02,4.290712735062467118e+02,5.266200037223132124e-01,1.039732339144738944e+02
9.207083186257206364e+01,3.307905854183138672e+02,4.290592894997953408e+02,5.266138483019369154e-01,1.039687189247085257e+02
9.209083421579009610e+01,3.307797590097641205e+02,4.290473081746928301e+02,5.266076942702754282e-01,1.039642049535629553e+02
9.211083656900811434e+01,3.307689350530969250e+02,4.290353295369086482e+02,5.266015416323321929e-01,1.039596920047071649e+02
9.213083892222614679e+01,3.307581135569452044e+02,4.290233535922902774e+02,5.265953903930143953e-01,1.039551800817405933e+02
9.215084127544416503e+01,3.307472945297756723e+02,4.290113803465653746e+02,5.265892405571346302e-01,1.039506691881933875e+02
9.217084362866219749e+01,3.307364779798915606e+02,4.289994098053432481e+02,5.265830921294127887e-01,1.039461593275274822e+02
9.219084598188021573e+01,3.307256639154352342e+02,4.289874419741173597e+02,5.265769451144772795e-01,1.039416505031377369e+02
9.221084833509824819e+01,3.307148523443908061e+02,4.289754768582669158e+02,5.265707995168663613e-01,1.039371427183530727e+02
9.223085068831626643e+01,3.307040432745870930e+02,4.289635144630588002e+02,5.265646553410302522e-01,1.039326359764376662e+02
9.225085304153429888e+01,3.306932367136996618e+02,4.289515547936497342e+02,5.265585125913319064e-01,1.039281302805917448e+02
9.227085539475231712e+01,3.306824326692538989e+02,4.289395978550877544e+02,5.265523712720490135e-01,1.039236256339529518e+02
9.229085774797034958e+01,3.306716311486271707e+02,4.289276436523141456e+02,5.265462313873749967e-01,1.039191220395972550e+02
9.231086010118838203e+01,3.306608321590513242e+02,4.289156921901652595e+02,5.265400929414207898e-01,1.039146195005398567e+02
9.233086245440640027e+01,3.306500357076151886e+02,4.289037434733739929e+02,5.265339559382156143e-01,1.039101180197363306e+02
9.235086480762443273e+01,3.306392418012669623e+02,4.288917975065719475e+02,5.265278203817091995e-01,1.039056176000837581e+02
9.237086716084245097e+01,3.306284504468162595e+02,4.288798542942909080e+02,5.265216862757723382e-01,1.039011182444213546e+02
9.239086951406048343e+01,3.306176616509367250e+02,4.288679138409643201e+02,5.265155536241985512e-01,1.038966199555315484e+02
9.241087186727850167e+01,3.306068754201683078e+02,4.288559761509291093e+02,5.265094224307050874e-01,1.038921227361411752e+02
9.243087422049653412e+01,3.305960917609191938e+02,4.288440412284272725e+02,5.265032926989348105e-01,1.038876265889219894e+02
9.245087657371455236e+01,3.305853106794681935e+02,4.288321090776075835e+02,5.264971644324566435e-01,1.038831315164919715e+02
9.247087892693258482e+01,3.305745321819667879e+02,4.288201797025267297e+02,5.264910376347672338e-01,1.038786375214159534e+02
9.249088128015060306e+01,3.305637562744415163e+02,4.288082531071513586e+02,5.264849123092923966e-01,1.038741446062065279e+02
9.251088363336863551e+01,3.305529829627955678e+02,4.287963292953591008e+02,5.264787884593874479e-01,1.038696527733250150e+02
9.253088598658665376e+01,3.305422122528111686e+02,4.287844082709405029e+02,5.264726660883392029e-01,1.038651620251823147e+02
9.255088833980468621e+01,3.305314441501516285e+02,4.287724900376000505e+02,5.264665451993669754e-01,1.038606723641396457e+02
9.257089069302270445e+01,3.305206786603630462e+02,4.287605745989578736e+02,5.264604257956232436e-01,1.038561837925093982e+02
9.259089304624073691e+01,3.305099157888764694e+02,4.287486619585511107e+02,5.264543078801952047e-01,1.038516963125560437e+02
9.261089539945875515e+01,3.304991555410097135e+02,4.287367521198352733e+02,5.264481914561056630e-01,1.038472099264967596e+02
9.263089775267678760e+01,3.304883979219692947e+02,4.287248450861854963e+02,5.264420765263140289e-01,1.038427246365023393e+02
9.265090010589480585e+01,3.304776429368521349e+02,4.287129408608980157e+02,5.264359630937176515e-01,1.038382404446979308e+02
9.267090245911283830e+01,3.304668905906477221e+02,4.287010394471914196e+02,5.264298511611527065e-01,1.038337573531638327e+02
9.269090481233085654e+01,3.304561408882394744e+02,4.286891408482078987e+02,5.264237407313948625e-01,1.038292753639361763e+02
9.271090716554888900e+01,3.304453938344067865e+02,4.286772450670147236e+02,5.264176318071611682e-01,1.038247944790076076e+02
9.273090951876690724e+01,3.304346494338265074e+02,4.286653521066052690e+02,5.264115243911098307e-01,1.038203147003281970e+02
9.275091187198493969e+01,3.304239076910749873e+02,4.286534619699002633e+02,5.264054184858423246e-01,1.038158360298059506e+02
9.277091422520297215e+01,3.304131686106295547e+02,4.286415746597490397e+02,5.263993140939036142e-01,1.038113584693076632e+02
9.279091657842099039e+01,3.304024321968701088e+02,4.286296901789309004e+02,5.263932112177833744e-01,1.038068820206594864e+02
9.281091893163902284e+01,3.303916984540807107e+02,4.286178085301559122e+02,5.263871098599167686e-01,1.038024066856476111e+02
9.283092128485704109e+01,3.303809673864514025e+02,4.286059297160663846e+02,5.263810100226854471e-01,1.037979324660190628e+02
9.285092363807507354e+01,3.303702389980796852e+02,4.285940537392380065e+02,5.263749117084187690e-01,1.037934593634822136e+02
9.287092599129309178e+01,3.303595132929717693e+02,4.285821806021806424e+02,5.263688149193938015e-01,1.037889873797074642e+02
9.289092834451112424e+01,3.303487902750446210e+02,4.285703103073396960e+02,5.263627196578370970e-01,1.037845165163279830e+02
9.291093069772914248e+01,3.303380699481268721e+02,4.285584428570971340e+02,5.263566259259250257e-01,1.037800467749399900e+02
9.293093305094717493e+01,3.303273523159608658e+02,4.285465782537726227e+02,5.263505337257846639e-01,1.037755781571038938e+02
9.295093540416519318e+01,3.303166373822034529e+02,4.285347164996243237e+02,5.263444430594949042e-01,1.037711106643443486e+02
9.297093775738322563e+01,3.303059251504281519e+02,4.285228575968501445e+02,5.263383539290867885e-01,1.037666442981513342e+02
9.299094011060124387e+01,3.302952156241258308e+02,4.285110015475886485e+02,5.263322663365448406e-01,1.037621790599803262e+02
9.301094246381927633e+01,3.302845088067065262e+02,4.284991483539200772e+02,5.263261802838072878e-01,1.037577149512530355e+02
9.303094481703729457e+01,3.302738047015006941e+02,4.284872980178674879e+02,5.263200957727672824e-01,1.037532519733582035e+02
9.305094717025532702e+01,3.302631033117604602e+02,4.284754505413972083e+02,5.263140128052733457e-01,1.037487901276516595e+02
9.307094952347334527e+01,3.302524046406610978e+02,4.284636059264204277e+02,5.263079313831305894e-01,1.037443294154572868e+02
9.309095187669137772e+01,3.302417086913019375e+02,4.284517641747936523e+02,5.263018515081006043e-01,1.037398698380674773e+02
9.311095422990939596e+01,3.302310154667079587e+02,4.284399252883199551e+02,5.262957731819029039e-01,1.037354113967433022e+02
9.313095658312742842e+01,3.302203249698310401e+02,4.284280892687494315e+02,5.262896964062154792e-01,1.037309540927155922e+02
9.315095893634544666e+01,3.302096372035510967e+02,4.284162561177805628e+02,5.262836211826752431e-01,1.037264979271851075e+02
9.317096128956347911e+01,3.301989521706772166e+02,4.284044258370606713e+02,5.262775475128791403e-01,1.037220429013230500e+02
9.319096364278149736e+01,3.301882698739487978e+02,4.283925984281872843e+02,5.262714753983840366e-01,1.037175890162716314e+02
9.321096599599952981e+01,3.301775903160369126e+02,4.283807738927083619e+02,5.262654048407084950e-01,1.037131362731444142e+02
9.323096834921756226e+01,3.301669134995453305e+02,4.283689522321235472e+02,5.262593358413324429e-01,1.037086846730271645e+02
9.325097070243558051e+01,3.301562394270116556e+02,4.283571334478848485e+02,5.262532684016983930e-01,1.037042342169778522e+02
9.327097305565361296e+01,3.301455681009084628e+02,4.283453175413975487e+02,5.262472025232117767e-01,1.036997849060273325e+02
9.329097540887163120e+01,3.301348995236443216e+02,4.283335045140206603e+02,5.262411382072417210e-01,1.036953367411799150e+02
9.331097776208966366e+01,3.301242336975648186e+02,4.283216943670681758e+02,5.262350754551216037e-01,1.036908897234135338e+02
9.333098011530768190e+01,3.301135706249536952e+02,4.283098871018094087e+02,5.262290142681493865e-01,1.036864438536804300e+02
9.335098246852571435e+01,3.301029103080340974e+02,4.282980827194699032e+02,5.262229546475888364e-01,1.036819991329074355e+02
9.337098482174373260e+01,3.300922527489690310e+02,4.282862812212323433e+02,5.262168965946695254e-01,1.036775555619964848e+02
9.339098717496176505e+01,3.300815979498629531e+02,4.282744826082368945e+02,5.262108401105876077e-01,1.036731131418248992e+02
9.341098952817978329e+01,3.300709459127624541e+02,4.282626868815823400e+02,5.262047851965064860e-01,1.036686718732461259e+02
9.343099188139781575e+01,3.300602966396571674e+02,4.282508940423264221e+02,5.261987318535571445e-01,1.036642317570896239e+02
9.345099423461583399e+01,3.300496501324809060e+02,4.282391040914867517e+02,5.261926800828387041e-01,1.036597927941616604e+02
9.347099658783386644e+01,3.300390063931124587e+02,4.282273170300412630e+02,5.261866298854191992e-01,1.036553549852457081e+02
9.349099894105188469e+01,3.300283654233766129e+02,4.282155328589292367e+02,5.261805812623359113e-01,1.036509183311024458e+02
9.351100129426991714e+01,3.300177272250450642e+02,4.282037515790517546e+02,5.261745342145959237e-01,1.036464828324706673e+02
9.353100364748793538e+01,3.300070917998370987e+02,4.281919731912721545e+02,5.261684887431763435e-01,1.036420484900671681e+02
9.355100600070596784e+01,3.299964591494208435e+02,4.281801976964169398e+02,5.261624448490256345e-01,1.036376153045874844e+02
9.357100835392398608e+01,3.299858292754137210e+02,4.281684250952762341e+02,5.261564025330630612e-01,1.036331832767059495e+02
9.359101070714201853e+01,3.299752021793835866e+02,4.281566553886045767e+02,5.261503617961799106e-01,1.036287524070762629e+02
9.361101306036003677e+01,3.299645778628494099e+02,4.281448885771213781e+02,5.261443226392394923e-01,1.036243226963318307e+02
9.363101541357806923e+01,3.299539563272821852e+02,4.281331246615116015e+02,5.261382850630780261e-01,1.036198941450858797e+02
9.365101776679608747e+01,3.299433375741057262e+02,4.281213636424262177e+02,5.261322490685048647e-01,1.036154667539320826e+02
9.367102012001411993e+01,3.299327216046974627e+02,4.281096055204827735e+02,5.261262146563029374e-01,1.036110405234447285e+02
9.369102247323213817e+01,3.299221084203890086e+02,4.280978502962661878e+02,5.261201818272290831e-01,1.036066154541790638e+02
9.371102482645017062e+01,3.299114980224672991e+02,4.280860979703292060e+02,5.261141505820150499e-01,1.036021915466716337e+02
9.373102717966820308e+01,3.299008904121750447e+02,4.280743485431926274e+02,5.261081209213670506e-01,1.035977688014405658e+02
9.375102953288622132e+01,3.298902855907116418e+02,4.280626020153463287e+02,5.261020928459669843e-01,1.035933472189859685e+02
9.377103188610425377e+01,3.298796835592337402e+02,4.280508583872494910e+02,5.260960663564722140e-01,1.035889267997901015e+02
9.379103423932227201e+01,3.298690843188562667e+02,4.280391176593312821e+02,5.260900414535165659e-01,1.035845075443177734e+02
9.381103659254030447e+01,3.298584878706527661e+02,4.280273798319911975e+02,5.260840181377102187e-01,1.035800894530166261e+02
9.383103894575832271e+01,3.298478942156561970e+02,4.280156449055996291e+02,5.260779964096403694e-01,1.035756725263173621e+02
9.385104129897635516e+01,3.298373033548599551e+02,4.280039128804985467e+02,5.260719762698716773e-01,1.035712567646340858e+02
9.387104365219437341e+01,3.298267152892179865e+02,4.279921837570014986e+02,5.260659577189463754e-01,1.035668421683646443e+02
9.389104600541240586e+01,3.298161300196458114e+02,4.279804575353947484e+02,5.260599407573849362e-01,1.035624287378906843e+02
9.391104835863042410e+01,3.298055475470210922e+02,4.279687342159371610e+02,5.260539253856861830e-01,1.035580164735781636e+02
9.393105071184845656e+01,3.297949678721842020e+02,4.279570137988609986e+02,5.260479116043278447e-01,1.035536053757774653e+02
9.395105306506647480e+01,3.297843909959391340e+02,4.279452962843723753e+02,5.260418994137668891e-01,1.035491954448237948e+02
9.397105541828450725e+01,3.297738169190536155e+02,4.279335816726513713e+02,5.260358888144397449e-01,1.035447866810372375e+02
9.399105777150252550e+01,3.297632456422602445e+02,4.279218699638529415e+02,5.260298798067628567e-01,1.035403790847233267e+02
9.401106012472055795e+01,3.297526771662567171e+02,4.279101611581070301e+02,5.260238723911327963e-01,1.035359726561728166e+02
